shape_id,shape_pt_sequence,shape_dist_traveled,shape_pt_lon,shape_pt_lat
_18,95,,14.687800999999999,46.087917
_18,96,,14.685033999999998,46.087462
_18,97,,14.684445,46.087657
_18,98,,14.680571,46.087334
_18,99,,14.678109000000001,46.086153
_18,100,,14.676772,46.083904000000004
_18,101,,14.674710999999999,46.082346
_18,102,,14.671883,46.081576
_18,103,,14.668156,46.07936
_18,104,,14.664137,46.077972
_18,105,,14.659524999999999,46.077776
_18,106,,14.655751,46.077213
_18,107,,14.652606,46.075908
_18,108,,14.650619,46.075515
_18,109,,14.646267,46.075121
_18,110,,14.642672999999998,46.075272
_18,111,,14.640666,46.074734
_18,112,,14.634767,46.070536
_18,113,,14.63374,46.068727
_18,114,,14.632285,46.067223999999996
_18,115,,14.622674,46.062367
_18,116,,14.618998,46.061325
_18,117,,14.614738,46.06071
_18,118,,14.614797,46.059875
_18,119,,14.614090999999998,46.059739
_18,120,,14.614797,46.059875
_18,121,,14.614738,46.06071
_18,122,,14.612861,46.06033
_18,123,,14.609461999999999,46.060634
_18,124,,14.609075999999998,46.05908
_18,125,,14.608307,46.058346
_18,126,,14.604273000000001,46.057258000000004
_18,127,,14.598379,46.056217
_18,128,,14.590769,46.053982000000005
_18,129,,14.583267000000001,46.05381
_18,130,,14.583615,46.055148
_18,131,,14.583658,46.057646
_18,132,,14.584961999999999,46.057636
_18,133,,14.585075,46.05867
_18,134,,14.583671,46.057915
_18,135,,14.583615,46.055148
_18,136,,14.583267000000001,46.05381
_18,137,,14.572448,46.05512
_18,138,,14.565395,46.055133999999995
_18,139,,14.558739,46.056211000000005
_18,140,,14.540742,46.055972000000004
_18,141,,14.536779000000001,46.056236
_18,142,,14.529862,46.0546
_18,143,,14.528822,46.055932999999996
_18,144,,14.527163999999999,46.057286
_18,145,,14.52477,46.058146
_18,146,,14.522053,46.058191
_18,147,,14.521464,46.057685
_18,148,,14.520796,46.057916
_18,149,,14.519891000000001,46.057131
_18,150,,14.51622,46.05766
_18,151,,14.51028,46.057621
_18,152,,14.592205000000002,46.149032
_18,153,,14.592133999999998,46.14953
_18,154,,14.590369999999998,46.150961
_18,155,,14.589834999999999,46.151904
_18,156,,14.590112,46.152263
_18,157,,14.593001000000001,46.151948
_18,158,,14.593116,46.158995
_18,159,,14.593502,46.162477
_18,160,,14.595310000000001,46.171168
_18,161,,14.594930999999999,46.174177
_18,162,,14.594249,46.176153
_18,163,,14.59453,46.178492
_18,164,,14.590665999999999,46.17928
_18,165,,14.58965,46.182981999999996
_18,166,,14.583812,46.184211
_18,167,,14.586876,46.190478999999996
_18,168,,14.589335,46.193927
_18,169,,14.591002,46.197390999999996
_18,170,,14.592419000000001,46.19844
_18,171,,14.594185,46.198626000000004
_18,172,,14.593810999999999,46.198930000000004
_18,173,,14.593786,46.200559
_18,174,,14.59651,46.202433
_18,175,,14.597106,46.204265
_18,176,,14.596279000000001,46.204384
_18,177,,14.596594,46.20554
_18,178,,14.594417000000002,46.205892999999996
_18,179,,14.594125,46.204942
_18,180,,14.594305,46.204669
_18,181,,14.597106,46.204265
_18,182,,14.597378,46.20662
_18,183,,14.598555999999999,46.208213
_18,184,,14.599043,46.210485
_18,185,,14.602347,46.215359
_18,186,,14.603110000000001,46.217412
_18,187,,14.604684,46.218967
_18,188,,14.602735999999998,46.219797
_18,189,,14.603887,46.220618
